source_file,direction,source_term,context,proposed_translation,term_type,status,notes
sorpozhivugal/260368.md,tamil_to_english,ஒத்திவைப்புத் தீர்மானம்,"Legislative device to suspend normal business for an urgent matter","adjournment motion",parliamentary_term,approved,"Uses the standard legislative equivalent."
sorpozhivugal/260368.md,tamil_to_english,கட்சிப் பூசல் / லட்சிய மோதுதல்,"Chief Minister's distinction between the incident and organised partisan or ideological conflict","party conflict / ideological confrontation",political_term,approved,"Preserves the distinction underpinning the all-party peace appeal."
sorpozhivugal/130767.md,tamil_to_english,உரிமைப் பிரச்சினை,"Claim that a publication or member has breached the privileges of the Legislative Assembly","privilege issue",parliamentary_term,approved,"Uses established Westminster-derived legislative terminology."
sorpozhivugal/130767.md,tamil_to_english,போன்றவர்கள் / தவிர,"Semantic contrast determining whether named Congress leaders form examples or an exhaustive exception","people such as / except",legal_linguistic_distinction,approved,"Kept explicit because Anna's entire privilege analysis turns on inclusion versus exclusion."
sorpozhivugal/130767.md,tamil_to_english,மேலெழுந்தவாரியாக,"Speaker's preliminary rather than final assessment of a privilege complaint","on a preliminary view",legal_term,approved,"Paired with the identifiable English phrase prima facie case in the source."
sorpozhivugal/nithi300460.md,tamil_to_english,அணு உலைக்கூடம்,"Proposed electricity-generating installation after hydroelectric opportunities were said to be exhausted","atomic power station",energy_policy_term,approved,"Uses period-appropriate terminology without narrowing it to a specific reactor design."
sorpozhivugal/nithi300460.md,tamil_to_english,இந்தக் குல்லாய் இந்தத் தலைக்குப் பொருந்துமா,"Finance Minister's idiom turned back upon the Government to test whether an accusation applies","does this cap fit this head",political_idiom,approved,"Retains the source's clothing metaphor and argumentative force."
sorpozhivugal/nithi300460.md,tamil_to_english,தரைப் படை / லான்ட் ஆர்மி,"Publicly organised unemployed workforce for reclaiming land and developing industry and agriculture","land army",development_policy_term,approved,"Source provides the English gloss; translator note prevents a military reading."
sorpozhivugal/nithi300460.md,tamil_to_english,மரியல்,"Organised non-violent obstruction or protest outside a Minister's residence","picket",political_action_term,approved,"Fits the specified location and protest method."
sorpozhivugal/060767.md,tamil_to_english,தயவு தாட்சண்யம்,"Warning that party or personal favour will not protect anyone proved responsible","favour or indulgence",legal_administrative_term,approved,"Preserves the assurance of impartial punishment."
sorpozhivugal/060767.md,tamil_to_english,கட்சிநாயகம்,"Rule governed by party interest rather than democratic norms","party rule",political_neologism,approved,"Mirrors the source's contrast with ஜனநாயகம்."
sorpozhivugal/060767.md,tamil_to_english,சமூக விரோதிகள்,"Persons accused of deliberately harming vulnerable settlements and public order","enemies of society / antisocial persons",political_legal_term,approved,"Varied by syntax while retaining the source's condemnatory force."
sorpozhivugal/060767.md,tamil_to_english,ஒத்திவைப்புத் தீர்மானம்,"Motion to suspend ordinary Assembly business for an urgent public matter","adjournment motion",parliamentary_term,approved,"Standard legislative equivalent."
sorpozhivugal/amaichar160361.md,tamil_to_english,மண்டிக்கடை குமாஸ்தா,"Clerk in a wholesale market shop used in Anna's analogy for a dissenting subordinate","clerk in a wholesale shop",commercial_cultural_term,approved,"Preserves the employer-clerk power relationship central to the analogy."
sorpozhivugal/amaichar160361.md,tamil_to_english,சிறு சேமிப்புத் திட்டம்,"Public savings mobilisation contrasted with partisan election fundraising","small-savings scheme",public_finance_term,approved,"Established administrative equivalent."
sorpozhivugal/amaichar160361.md,tamil_to_english,கொரடா,"Legislative party whip and a hooked implement that catches and pulls","whip / hook",political_wordplay,approved,"Both senses are needed for Anna's closing pun."
sorpozhivugal/amaichar160361.md,tamil_to_english,தேர்தல் நிதி,"Party funds collected for election expenditure, criticised when Ministers use official influence","election fund",political_finance_term,approved,"Kept distinct from public revenue and the small-savings scheme."
sorpozhivugal/poar_murasu_kotti.md,tamil_to_english,அறப்போராட்டம்,"Disciplined nonviolent civil resistance adopted after democratic avenues were said to be closed","moral nonviolent struggle",political_philosophy_term,approved,"Avoids reducing அறம் to merely legal or religious action."
sorpozhivugal/poar_murasu_kotti.md,tamil_to_english,தடியடி தர்பார்,"Police repression figured as an authoritarian durbar conducted through baton blows","regime of baton blows",political_metaphor,approved,"Retains the criticism of coercive rule without treating தர்பார் as a literal court session."
sorpozhivugal/poar_murasu_kotti.md,tamil_to_english,தார்வேந்தர் பரம்பரை,"Literary invocation of descendants of generous Tamil kings","heirs of the generous kings",literary_historical_term,approved,"Preserves the title's mobilising register."
sorpozhivugal/poar_murasu_kotti.md,tamil_to_english,மறியல்,"Nonviolent obstruction proposed at schools, public offices and Ministers' homes","picket",political_action_term,approved,"Matches the speech's explicit prohibition on retaliatory violence."
sorpozhivugal/180767.md,tamil_to_english,சுயமரியாதை திருமணம்,"Non-Brahminical marriage form promoted by the Self-Respect Movement and validated by the amendment","self-respect marriage",historical_legal_term,approved,"Uses established historical terminology."
sorpozhivugal/180767.md,tamil_to_english,அக்கினி சாட்சி,"Ritual requirement that sacred fire witness a Hindu marriage","fire as witness",religious_legal_term,approved,"Literal rendering supports Anna's contrast between ritual belief and legal validity."
sorpozhivugal/180767.md,tamil_to_english,பொறுக்குக் கமிட்டி,"Legislative committee appointed to scrutinise and refine a Bill","Select Committee",parliamentary_term,approved,"Established legislative equivalent."
sorpozhivugal/180767.md,tamil_to_english,முண்டு மாற்றிக் கொள்ளுதல்,"Kerala-region marriage custom involving exchange of cloth under elders' supervision","exchange of mundu",cultural_marriage_term,approved,"Retains the regional object rather than replacing it with a generic garment."
sorpozhivugal/maedai_paechu.md,tamil_to_english,மேடைப் பேச்சு,"Democratic public address as an instrument for rulers and citizens","public speaking",rhetorical_term,approved,"Broader functional rendering is more accurate than literal stage speech."
sorpozhivugal/maedai_paechu.md,tamil_to_english,காலட்சேபம்,"Religious narrative performance combining exposition devotion and entertainment","religious discourse / entertainment",cultural_performance_term,approved,"Expanded by context to distinguish it from civic public speaking."
sorpozhivugal/maedai_paechu.md,tamil_to_english,மாற்றான் வீட்டுத் தோட்டத்து மல்லிகை,"Useful truth retains value even when it comes from a political opponent","jasmine in an adversary's garden",proverbial_metaphor,approved,"Retains the flower image used to argue for judging ideas by merit."
sorpozhivugal/maedai_paechu.md,tamil_to_english,கதம்பமாலை,"Mixed garland used as an analogy for an imitative speech crowded with unrelated devices","mixed garland",rhetorical_metaphor,approved,"The following foliage-and-flower contrast supplies the intended criticism."
sorpozhivugal/velanmai180948.md,tamil_to_english,விவசாய வருமான வரி,"Tax on income derived from agricultural holdings","agricultural income tax",public_finance_term,approved,"Established Indian fiscal term."
sorpozhivugal/velanmai180948.md,tamil_to_english,கொக்கின் தலையிலே வெண்ணை வைத்துப் பிடிப்பது,"Proverb mocking an indirect and foolish method claimed to achieve a land ceiling automatically","catch the crane by placing butter on its head",proverb,approved,"The speech itself explains every stage of the image."
sorpozhivugal/velanmai180948.md,tamil_to_english,நிலத்திற்கு உச்ச வரம்பு,"Statutory maximum on the extent of agricultural land one owner may hold","ceiling on landholdings",land_reform_term,approved,"Distinguishes ownership ceiling from an income-tax threshold."
sorpozhivugal/velanmai180948.md,tamil_to_english,வக்கீல்களின் வேட்டைக்காடு,"Complex rules creating profitable disputes and litigation for lawyers","hunting ground for lawyers",legal_metaphor,approved,"Retains the lawyer-member's self-critical image."
sorpozhivugal/veetirkor_putha.md,tamil_to_english,மனவளம்,"Combination of knowledge critical capacity confidence and a cultivated civic mind","intellectual wealth",educational_concept,approved,"Broader than literacy; repeated argument defines it through knowledge and judgment."
sorpozhivugal/veetirkor_putha.md,tamil_to_english,பிள்ளையார் மாடம்,"Small domestic wall niche or shrine where stray books may be placed","niche for Pillaiyar",domestic_cultural_term,approved,"Retains the household religious setting rather than calling it a bookshelf."
sorpozhivugal/veetirkor_putha.md,tamil_to_english,பஞ்சாங்கம் அல்ல அட்லாஸ்,"Contrast between a traditional almanac and empirical knowledge of the world","not an almanac but an atlas",educational_contrast,approved,"Preserves the speech's concise collection principle."
sorpozhivugal/veetirkor_putha.md,tamil_to_english,பழமைகள் புழுக்கள் நெளியுமிடம்,"Mind made swamp-like by books that perpetuate harmful obsolete beliefs","a swamp where worms of antiquated ideas writhe",extended_metaphor,approved,"Retains the deliberately severe image."
sorpozhivugal/poarkodi.md,tamil_to_english,போர்க்கொடி,"Figurative banner signalling organized political resistance rather than a literal military standard","banner of struggle",political_metaphor,approved,"Matches the black-flag agitation discussed throughout the speech."
sorpozhivugal/poarkodi.md,tamil_to_english,இதுதான் கை மற்றதெல்லாம் உலக்கை,"Colloquial praise declaring one thing genuine or effective and dismissing all competitors","this is the hand; all the rest are mere pestles",idiom,approved,"Retains Anna's wordplay instead of flattening it into generic praise."
sorpozhivugal/poarkodi.md,tamil_to_english,அரசியல் நாணயம்,"Honourable reliability and good faith in political conduct","political integrity",political_concept,approved,"Not monetary currency; the context is Nehru promptly honouring a commitment."
sorpozhivugal/poarkodi.md,tamil_to_english,கீழ்ப்பாக்கம்,"Chennai locality invoked through its association with the mental-health institution","Kilpauk",satirical_reference,approved,"Explained in the translator note so the political joke remains intelligible."
sorpozhivugal/reapraisal.md,english_to_tamil,non-alignment,"Foreign policy of not formally joining rival power blocs","அணிசேராமை",foreign_policy_term,approved,"Distinguished from neutrality and from the merely negative prefix in Anna's wordplay."
sorpozhivugal/reapraisal.md,english_to_tamil,strong home front,"Domestic democratic institutional and economic strength rather than a literal military front","வலிமையான உள்நாட்டு அடித்தளம்",political_concept,approved,"The speech explicitly excludes Home Guards and defence councils."
sorpozhivugal/reapraisal.md,english_to_tamil,Treasury Benches,"Members seated on the government's side of a legislature","ஆளுங்கட்சி இருக்கைகளில் அமர்ந்துள்ள உறுப்பினர்கள்",parliamentary_term,approved,"Expanded for intelligibility rather than transliterated."
sorpozhivugal/reapraisal.md,english_to_tamil,PL 480,"United States food-aid programme under Public Law 480","PL 480 உணவுத் தானிய உதவி",historical_policy_term,approved,"Identifier retained because it is central to the 1965 food-security argument."
sorpozhivugal/reapraisal.md,english_to_tamil,betting on the wrong horses at high stakes,"Supporting unsuitable foreign rulers or regimes despite major geopolitical risk","பெரும் பணயம் வைத்து தவறான குதிரைகள்மீது பந்தயம் கட்டுதல்",political_metaphor,approved,"Preserves Anna's extended metaphor leading into Taiwan and South Vietnam."
sorpozhivugal/a_stateless.md,english_to_tamil,stateless people,"People denied recognized citizenship despite long residence in Ceylon","நாடற்ற மக்கள்",legal_human_rights_term,approved,"Central legal and moral category of the speech."
sorpozhivugal/a_stateless.md,english_to_tamil,repatriation,"Transfer framed as return to an ancestral country although Ceylon was the affected people's actual homeland","தாயகத் திரும்புதல்",migration_term,approved,"Translation retains the official concept while the speech challenges its legitimacy."
sorpozhivugal/a_stateless.md,english_to_tamil,fait accompli,"Decision already completed and presented without meaningful consultation","முடித்துவைக்கப்பட்ட தீர்மானம்",diplomatic_term,approved,"Expanded in Tamil to preserve the criticism of the absence of consultation."
sorpozhivugal/a_stateless.md,english_to_tamil,burking the issue,"Suppressing or evading the real question","பிரச்சினையைத் தவிர்த்தல்",idiom,approved,"Rendered by meaning; the historical English verb would be opaque in Tamil."
sorpozhivugal/a_stateless.md,english_to_tamil,Foreign Minister,"Deliberate pun recasting the external-affairs minister as a minister serving foreign interests","அந்நியர்களின் அமைச்சர்",political_wordplay,approved,"Translator note makes Anna's accusation explicit without weakening it."
sorpozhivugal/a_stateless.md,english_to_tamil,Belsen camp,"Reference to Bergen-Belsen concentration camp as an extreme test of what Ceylon could do against world opinion","பெல்சன் வதைமுகாம்",historical_reference,approved,"Historical name retained and contextual force preserved."
sorpozhivugal/thoazhamaya.md,tamil_to_english,பிரச்சார மணிகள்,"Speakers whose resonant public advocacy spreads and clarifies the movement's principles","bells of propaganda",political_metaphor,approved,"Retains the bell image rather than reducing it to 'campaigners'."
sorpozhivugal/thoazhamaya.md,tamil_to_english,சனாதனச் சனியன்,"Sanatana orthodoxy personified as a malign affliction associated with Saturn","affliction of Sanatana orthodoxy",rhetorical_wordplay,approved,"Preserves the condemnation and alliteration without treating Sani as a literal doctrinal term."
sorpozhivugal/thoazhamaya.md,tamil_to_english,தென்றலும் புயலும்,"Peaceful reformist energy that repression can transform into revolutionary force","the breeze and the storm",extended_metaphor,approved,"Repeated image governs the speech's question of friendship versus hostility."
sorpozhivugal/thoazhamaya.md,tamil_to_english,அறப்போர்,"Principled nonviolent struggle for social and intellectual reform","righteous struggle",movement_term,approved,"The speech explicitly contrasts it with destructive sabotage."
sorpozhivugal/thoazhamaya.md,tamil_to_english,பெரும்பான்மை பலமிருந்தாலும் சிறுபான்மை மக்களின் நலம் பாதிக்காத வகையில் அரசாள்வது,"Majority rule constrained by protection of minority welfare","governing so the welfare of the minority is not harmed despite majority strength",democratic_principle,approved,"Retains the lesson of the elephant refusing to crush the kitten."
sorpozhivugal/ideal_society.md,english_to_tamil,Gram Raj,"Gandhian ideal of decentralized self-governing village communities","கிராமராஜ்யம்",gandhian_concept,approved,"Retains the political term rather than narrowing it to village administration."
sorpozhivugal/ideal_society.md,english_to_tamil,war of righteousness,"Source gloss for Gandhi's Satyagraha emphasizing principled struggle","அறப்போர்",movement_term,approved,"Matches established Tamil political usage and Anna's own vocabulary."
sorpozhivugal/ideal_society.md,english_to_tamil,morning star,"Tilak's freedom movement as the first herald of a coming dawn","விடிவெள்ளி",historical_metaphor,approved,"Preserves the anticipatory image rather than translating literally as a planet."
sorpozhivugal/ideal_society.md,english_to_tamil,golden leaf but not the final one,"Swaraj as a glorious chapter or page in national history but not its final goal","பொன்னேடு; இறுதி ஏடு அல்ல",extended_metaphor,approved,"Tamil uses the book-of-history image naturally."
sorpozhivugal/ideal_society.md,english_to_tamil,linguistic imperialism,"Domination imposed through language even within a formally democratic order","மொழி ஏகாதிபத்தியம்",political_term,approved,"Direct established equivalent retains the speech's force."
sorpozhivugal/nithi230359.md,tamil_to_english,வெட்டுத் தீர்மானம்,"Legislative motion formally seeking reduction of a grant in order to debate or criticize policy","cut motion",parliamentary_term,approved,"Speaker explicitly says it is formal and intended to demand greater allocation."
sorpozhivugal/nithi230359.md,tamil_to_english,கல்வி அபிவிருத்தி மகாநாடு,"Public conference mobilizing donations and cooperation for educational expansion","educational development conference",administrative_term,approved,"Used as the model for proposed public fundraising for social advancement."
sorpozhivugal/nithi230359.md,tamil_to_english,கலெக்டர் தர்பார்,"Ceremonial official event dominated by the district collector rather than genuine social contact","Collector's durbar",bureaucratic_critique,approved,"Retains Anna's criticism of performative Harijan Day observances."
sorpozhivugal/nithi230359.md,tamil_to_english,மாட்டின் முதுகுப் புண்ணுக்கு மருந்து போடாமல் கொம்புக்குக் குப்பி மாட்டுதல்,"Providing a decorative minor benefit while ignoring the fundamental injury","fitting an ornament to the horn without treating the wound on the bullock's back",proverbial_metaphor,approved,"Applied to scholarships without land wages housing or occupational reform."
sorpozhivugal/nithi230359.md,tamil_to_english,பிணையல் போடுதல்,"Entangling land redistribution with land ceilings cooperative farming and other schemes until action is delayed","knotting one scheme to another",policy_metaphor,approved,"Preserves the image and the criticism of administrative delay."
sorpozhivugal/240868.md,tamil_to_english,நாடோடிகளாக இருந்தவர்களுக்கு நாடாள வருவது பெருமை; நாடாண்டவர்கள் நாடோடிகளாவது பெருமையல்ல,"Reversal of Martin's insult: social outsiders attaining office is honourable while former rulers losing relevance is not","There is honour in wanderers coming to rule; none in rulers becoming wanderers",political_wordplay,approved,"Retains the film-title wordplay and class-political reversal."
sorpozhivugal/240868.md,tamil_to_english,சுக்கிர திசை அடித்தால்,"Astrological idiom for an exceptionally favourable turn of fortune","if Venus enters a favourable phase",astrological_idiom,approved,"Translator note clarifies the humorous response about Congress returning to office."
sorpozhivugal/240868.md,tamil_to_english,சரக்கு இல்லை,"Advocate lacks evidentiary or argumentative substance","he had no case",courtroom_idiom,approved,"Rendered within Anna's extended courtroom analogy."
sorpozhivugal/240868.md,english_to_tamil,It pays me / your logic is what pays you,"Logic applied selectively according to political advantage","அது எனக்குப் பயனளிக்கிறது / உங்களுக்குப் பயனளிப்பதுதான் உங்கள் தர்க்கம்",parliamentary_wordplay,approved,"Preserves the rapid English exchange recovered from Image 8."
sorpozhivugal/irandavathu_manila1.md,tamil_to_english,ஆணிவேர் சல்லிவேர் பக்கவேர்,"Anna as the movement's taproot and other leaders as fibrous and lateral roots","taproot; fibrous and lateral roots",organizational_metaphor,approved,"Retains Navalar's botanical hierarchy of guidance and distributed work."
sorpozhivugal/irandavathu_manila1.md,tamil_to_english,அறிவுப் படை ஆற்றல் படை,"Organized cadres equipped respectively with political understanding and capacity for action","army of knowledge and army of strength",movement_metaphor,approved,"Parallel military image is central to the conference as a turning point."
sorpozhivugal/irandavathu_manila1.md,tamil_to_english,குலதர்மக் கல்வித் திட்டம்,"Rajaji's Modified Scheme of Elementary Education linking children's schooling with hereditary family occupations","hereditary education scheme",historical_policy_term,approved,"Captures the movement's criticism rather than using a neutral generic school scheme label."
sorpozhivugal/irandavathu_manila1.md,tamil_to_english,நிலைமை காரணமாகத்தான் கைத்தறி ஆதரவு,"Temporary protection for existing handloom livelihoods without rejecting long-term mechanisation","support for handloom because of existing circumstances",economic_policy_distinction,approved,"Essential distinction developed across three pages."
sorpozhivugal/irandavathu_manila2.md,tamil_to_english,வேட்டு முறை ஓட்டு முறை ஒட்டு முறை,"Three alliterative paths: armed violence democratic voting and attachment to a stronger political power","violence; vote; attachment",political_wordplay,approved,"Translator note records the Tamil sound play that cannot be reproduced exactly in English."
sorpozhivugal/irandavathu_manila2.md,tamil_to_english,தேன் குடத்தைத் தேடும்போது தேள் கொட்டுதல்,"Immediate repression cannot be ignored while pursuing the distant goal of national liberation","a scorpion stings while we search for the pot of honey",political_metaphor,approved,"Explains why electoral removal of the current Government is treated as part of the larger ideal."
sorpozhivugal/irandavathu_manila2.md,tamil_to_english,நடமாடும் பத்திரிகைகள் நிரந்தரக் காவியங்கள்,"Cadres personally carrying suppressed conference news and principles to every settlement","walking newspapers; enduring epics",movement_metaphor,approved,"Retains Anna's self-correction and elevation of delegates' role."
sorpozhivugal/irandavathu_manila2.md,tamil_to_english,புடம்போட்டு எடுத்த தங்கம்,"Nedunchezhiyan as a disciplined leader refined of Anna's admitted shortcomings","gold refined in the furnace",leadership_metaphor,approved,"Central to the transfer of General Secretary authority."
sorpozhivugal/irandavathu_manila2.md,tamil_to_english,ஜனநாயகம் பேசினால் ஜனநாயகம்தான் மிச்சமாகும்; கழி தாங்காது,"Debate is legitimate before a decision but operational micromanagement after it prevents execution","only democracy will remain and the pavilion pole will not stand",organizational_analogy,approved,"Preserves the distinction between policy debate and disciplined implementation."
sorpozhivugal/sthabana_aykyam.md,tamil_to_english,ஸ்தாபன ஐக்கியம்,"Unity grounded in shared principles common benefit transparent conduct and disciplined collective action","organisational unity",labor_organization_term,approved,"Broader than temporary solidarity or personal affection."
sorpozhivugal/sthabana_aykyam.md,tamil_to_english,சேகரித்த தேனை இழக்கும் வண்டுகள்,"Workers deprived of the wealth and conveniences produced by their own labour","bees deprived of the honey they gathered",labor_metaphor,approved,"Retains the critique of surplus appropriation."
sorpozhivugal/sthabana_aykyam.md,tamil_to_english,பொதுத்தன்மைதான் ஸ்தாபனத்துக்கு அரண்,"Shared condition and mutual pursuit of justice as the organization's protection","commonality is the organisation's fortress",organizational_principle,approved,"Captures the transition from individual petition to collective remedy."
sorpozhivugal/sthabana_aykyam.md,tamil_to_english,ஜன்னல் கம்பி,"Even the least prominent member or structural detail whose neglect can expose the whole organization to harm","window bar",extended_building_analogy,approved,"Preserves the argument for attending to every member."
sorpozhivugal/sthabana_aykyam.md,tamil_to_english,சுருதி ஞானம்,"Capacity to maintain exact tonal alignment on which all music depends","knowledge of sruti",music_metaphor,approved,"Used as the final analogy for continuously maintained unity."
sorpozhivugal/kootu_endral.md,tamil_to_english,கூட்டு,"Either a political coalition involving ideological merger or a mixed vegetable dish whose ingredients are properly combined","coalition / mixed vegetable dish",political_food_wordplay,approved,"Both senses structure Anna's distinction from electoral adjustment."
sorpozhivugal/kootu_endral.md,tamil_to_english,அட்சஸ்மெண்ட்,"Mutual constituency-level concession to avoid splitting anti-Congress votes without merging parties or principles","electoral seat adjustment",electoral_term,approved,"Retains the conceptual contrast central to the speech."
sorpozhivugal/kootu_endral.md,tamil_to_english,கொக்குத் தலையில் வெண்ணெய்,"Absurdly postponing action until accumulated private wealth can supposedly be recovered by taxation","butter on the crane's head",proverbial_metaphor,approved,"Speech applies the familiar tale to the Finance Minister's tax argument."
sorpozhivugal/kootu_endral.md,tamil_to_english,மூன்று கணக்கு,"Separate books for taxation deceiving a partner and private knowledge","three sets of accounts",commercial_critique,approved,"Preserves the allegation explaining why later taxation cannot recover concentrated wealth."
sorpozhivugal/kootu_endral.md,tamil_to_english,வலை அறுந்திருந்தாலும் சரிப்படுத்துதல்,"Repairing opposition coordination so Congress cannot escape through vote splitting","repairing the torn net",electoral_metaphor,approved,"Continues the fish-and-net image."
sorpozhivugal/pothu_maanadu.md,tamil_to_english,பங்காளிக் காய்ச்சல்,"Professional friction among people belonging to the same trade or calling","fever of rivalry between partners",idiomatic_metaphor,approved,"Used to soften possible disagreement between Anna and fellow journalists."
sorpozhivugal/pothu_maanadu.md,tamil_to_english,நாற்பதாம் நெம்பர் நூல்,"A particular yarn count used in the wedding-thread analogy","number-forty yarn",material_cultural_term,approved,"The analogy distinguishes raw material from the object made meaningful by its proper use."
sorpozhivugal/pothu_maanadu.md,tamil_to_english,ஒரு கை பார்க்கலாம்,"To confront test or take on an opponent","take them on",idiom,approved,"The phrase expresses what sufficient legislative strength would allow Anna and his colleagues to do."
sorpozhivugal/pothu_maanadu.md,tamil_to_english,தாலிக்கயிறு,"The sacred thread tied at a Tamil Hindu wedding","sacred wedding thread",cultural_term,approved,"The speech uses it to distinguish electoral strength properly assembled and used from undirected material support."
sorpozhivugal/naadu_nagram.md,tamil_to_english,நாளொரு மேனியும் பொழுதொரு வண்ணமுமாக,"Continuous growth in stature and splendour","in stature by the day and in splendour by the hour",idiom,approved,"Retains the paired cadence while expressing uninterrupted growth."
sorpozhivugal/naadu_nagram.md,tamil_to_english,மிட்டா மிராசுகள்,"Landholding magnates associated with mitta and mirasi tenure","landed magnates",historical_social_term,approved,"A broad rendering avoids imposing one tenure system on both terms."
sorpozhivugal/naadu_nagram.md,tamil_to_english,அடுப்படியில் காண்கின்ற அரசியல்,"The cost-of-living reality experienced directly by householders","politics seen at the kitchen hearth",domestic_political_metaphor,approved,"The hearth functions as immediate evidence against abstract development claims."
sorpozhivugal/naadu_nagram.md,tamil_to_english,உடைந்த முட்டை,"A development plan wasted through competing claims and poor execution","broken egg",extended_domestic_analogy,approved,"Preserves the conclusion of the neighbouring hen-owners anecdote."
sorpozhivugal/mahathma_gandhi.md,tamil_to_english,தங்கப்பாதக் குறடு,"Ornate golden footwear worn by religious preceptors in contrast to Gandhi's poverty","golden sandals",religious_material_term,approved,"The contrast critiques luxurious renunciation."
sorpozhivugal/mahathma_gandhi.md,tamil_to_english,ஆஷாடபூதிகள்,"Fraudulent ascetics or outwardly pious hypocrites","sanctimonious hypocrites",literary_social_term,approved,"The figurative sense fits a list of exploitative forces that could capture a free country."
sorpozhivugal/mahathma_gandhi.md,tamil_to_english,செங்கோல் ஜபமாலை இரண்டும் செலுத்தும் ஆதிக்கம்,"Combined political and religious domination","joint domination of sceptre and prayer beads",political_religious_metaphor,approved,"Retains the paired symbols rather than flattening them into a generic reference to authority."
sorpozhivugal/mahathma_gandhi.md,tamil_to_english,இறந்த தோட்டக்காரனின் கரத்திலுள்ள விதை,"Continuing Gandhi's unfinished programme instead of limiting remembrance to grief and vengeance","seeds in the dead gardener's hand",extended_memorial_metaphor,approved,"The final garden image defines active continuation as Gandhi's lasting memorial."
sorpozhivugal/310868.md,tamil_to_english,உரிமைப் பிரச்சினை,"A proceeding concerning an alleged breach of legislative privilege","privilege question",parliamentary_term,approved,"Used consistently for the Assembly procedure at issue."
sorpozhivugal/310868.md,tamil_to_english,மலிவான சரக்கு / விலை போகாத சரக்கு,"Cheap goods versus goods that cannot be sold; the distinction controls the alleged misquotation","cheap goods / unsaleable goods",semantic_legal_distinction,approved,"Anna denies applying either phrase to women and says only the latter described Congress allegations."
sorpozhivugal/310868.md,tamil_to_english,கடமை கண்ணியம் கட்டுப்பாடு,"Anna's threefold public maxim invoked by the source editor","Duty Dignity and Discipline",political_maxim,approved,"Capitalisation marks it as the recognised triad while preserving its concise form."
sorpozhivugal/310868.md,tamil_to_english,மறப்போம் மன்னிப்போம்,"A reconciliatory principle toward political opponents and offenders","Let us forget and forgive",political_maxim,approved,"Retained from the editorial introduction to the final Assembly speech."
sorpozhivugal/namakkal.md,tamil_to_english,காந்திமதம்,"The speech's critique of Congress and Gandhism functioning through religious-style faith ritual and authority","Gandhism as a Religion",political_title,approved,"The alternate title is explained rather than transliterated alone."
sorpozhivugal/namakkal.md,tamil_to_english,பூசுரன்,"A Brahmin represented in orthodox ideology as a god upon earth","bhusura / god upon earth",historical_religious_term,approved,"Both transliteration and literal gloss preserve the polemical argument."
sorpozhivugal/namakkal.md,tamil_to_english,அரசமரத்து சாமி,"A local mocking devotional title applied to Rajagopalachari","deity beneath the peepal tree",political_religious_satire,approved,"Literal rendering preserves the speech's portrayal of politics as worship."
sorpozhivugal/namakkal.md,tamil_to_english,மதப்புரட்டர்கள் அரசியல் புரட்டர்கள்,"Fraudulent or deceptive operators in religion and politics","frauds in religion; frauds in politics",political_word_pair,approved,"Keeps the deliberate parallel between the two spheres."
sorpozhivugal/chennai_mavatta.md,tamil_to_english,இரட்டைக் குழல் துப்பாக்கிகள்,"The DMK and Dravidar Kazhagam acting independently but against a shared target","double-barrelled gun",organizational_metaphor,approved,"Preserves Anna's founding-era metaphor for the two movements."
sorpozhivugal/chennai_mavatta.md,tamil_to_english,ஆற்று வெள்ள ஆர்வம் / நீர்த்தேக்க ஆர்வம்,"Short-lived emotional surge contrasted with durable disciplined commitment","floodwater enthusiasm / reservoir enthusiasm",extended_movement_metaphor,approved,"Central warning that a prolonged campaign cannot rely on its opening excitement."
sorpozhivugal/chennai_mavatta.md,tamil_to_english,போர்ப்பரணி,"A heroic war-poem genre used figuratively for militant conference speeches","battle hymn",literary_political_term,approved,"Carries the Puram literary resonance without a long gloss in running prose."
sorpozhivugal/chennai_mavatta.md,tamil_to_english,மலர் பறிப்பதல்ல இந்தப் போர்,"The campaign requires endurance of prison violence and possible death","this struggle is not flower-picking",movement_metaphor,approved,"Retains the direct contrast with barefoot travel through cactus thorns."
sorpozhivugal/chennai_mavatta.md,tamil_to_english,கண்ணியமென்ற கவசம்,"Dignity as the discipline protecting participants in nonviolent action","dignity as our armour",movement_metaphor,approved,"Preserves the speech's ethical framing of the campaign."
sorpozhivugal/velanmai190359.md,tamil_to_english,வெட்டுப் பிரேரணை,"A legislative motion proposing reduction of a budgetary demand","cut motion",parliamentary_budget_term,approved,"Standard Indian legislative rendering."
sorpozhivugal/velanmai190359.md,tamil_to_english,பாலாறு,"River name used for a wordplay contrasting milk-like prosperity with a dry sandy bed","Palar / river of milk",place_name_wordplay,approved,"Both name and literal sense are needed for Anna's argument."
sorpozhivugal/velanmai190359.md,tamil_to_english,அமைச்சர் வேகம்,"A satirical pace slower than either tortoise or snail","a minister's pace",political_satire,approved,"Retains the escalating comparison rather than paraphrasing it as bureaucratic delay."
sorpozhivugal/velanmai190359.md,tamil_to_english,ஆயிரத்தெட்டு கவலை,"Countless competing ministerial concerns that prevent sustained attention","innumerable concerns",idiom,approved,"The number is idiomatic rather than a literal count of 1,008."
sorpozhivugal/nadagathilae.md,tamil_to_english,அறிவுப் பண்ணை,"The collective cultivation of public reason and knowledge","farm of knowledge",renaissance_metaphor,approved,"Retains the agricultural image used for reformers' labour."
