source_file,source_fragment,probable_reading,status,notes
katturaigal/tamil_muzhakkam.md,"6. தமிழ் முழக்கம்/","6. தமிழ் முழக்கம்!",resolved_from_scan,"The title punctuation is clear in the scan."
katturaigal/tamil_muzhakkam.md,"இவர்களில், பன்னிரண்டரை பேருக்கே வோட்டுரிமை","இவர்களில், பன்னிரண்டரை [லட்சம்] பேருக்கே வோட்டுரிமை",resolved_from_context_and_scan,"The scan prints பன்னிரண்டரை பேருக்கே after all population figures have been stated in lakhs; English supplies the understood unit."
katturaigal/tamil_muzhakkam.md,"நேரு, கொத்தலாவலையுடன் விருந்து அருந்துவதும் நடந்து வருகிறது.","[source continues beyond extracted image]",incomplete_source,"The final available image ends without a conclusion or publication citation."
katturaigal/vilambarachavadi.md,"1 /. விளம்பரச் சாவா","[item number unclear]. விளம்பரச் சாவடி",resolved_from_scan_and_filename,"The final word is visibly damaged, while the filename and article's repeated விளம்பரம் imagery establish சாவடி."
katturaigal/vilambarachavadi.md,"புன்னகையாலும் பூச்செண்டாலும் ஏமாற்றிவிட","[source continues beyond extracted image]",incomplete_source,"The final scan ends mid-sentence; translation stops at the same boundary."
katturaigal/perumaikuriya_para.md,"20. , பெருமைக்குரிய பாராட்டு விழா/","20. பெருமைக்குரிய பாராட்டு விழா!",resolved_from_scan,"The scan clearly confirms the item number, wording, and terminal punctuation."
katturaigal/perumaikuriya_para.md,"கலையுலகில், அவருடைய “சகரப்தம்'","கலையுலகில், அவருடைய “சகாப்தம்”",resolved_from_scan,"The printed word is சகாப்தம், describing Kalaivanar's era in the arts."
katturaigal/perumaikuriya_para.md,"அரசியல் வானிலுலவுபவர்களும், ஆமாய்ச்சி விண்ணில்","அரசியல் வானிலுலவுபவர்களும், ஆராய்ச்சி விண்ணில் [source continues]",incomplete_source,"The final page ends mid-sentence and OCR damages ஆராய்ச்சி; translation stops at the visible boundary."
katturaigal/izhakkamaattom.md,"இந்த நாடுகளுக்கெல்லாம் தமிழ் மொழி அறிமுகமாகி யிருக்கிறது.","[printed title/opening missing]",incomplete_source,"The first surviving image begins directly with prose; descriptive title follows the filename and central declaration."
katturaigal/izhakkamaattom.md,"காலம் - இடம் வகை - பொருள் அறிந்து செய்ய கட்டரட்டமி என்று கூறப்பட்டி ௬க்கிறது.","காலம் - இடம் - வகை - பொருள் அறிந்து செய்ய வேண்டும் என்று கூறப்பட்டிருக்கிறது.",resolved_from_scan,"The final scan clearly resolves the heavily damaged maxim."
katturaigal/viduthalai_veeran.md,"டாக்டர் ஜெகன்","Dr Cheddi Jagan",standardized_english_name,"The Tamil source's ஜெகன் is retained verbatim; the historically standard full name is used in the English heading."
katturaigal/viduthalai_veeran.md,"பல இடங்களிலிருந்து டட பல் கொண்டு வரப்பட்டார்கள்.","பல இடங்களிலிருந்து ஆட்கள் கொண்டு வரப்பட்டார்கள்.",probable,"The labour-migration sentence is visibly damaged; English follows the recoverable context without changing the source block."
katturaigal/viduthalai_veeran.md,"டாக்டர் ஜெகன், முதலமைச்சாராக்கப்பட்டு, பிறகு சிறையிலே தள்ளப்பட்ட சம்பவம்","[source continues beyond extracted image]",incomplete_source,"The final scan ends mid-sentence."
katturaigal/ninaivil_nilaithar.md,"ந டசி / சீ$% / நு. 04 / சீத்%","[page or scan noise]",probable,"Isolated symbols between paragraphs are retained in the Tamil source block but omitted from translated prose."
katturaigal/ninaivil_nilaithar.md,"தேம்பி நிற்கும் குடும்பத்தாருடன் நாமும் தேம்ட","தேம்பி நிற்கும் குடும்பத்தாருடன் நாமும் தேம்ப",probable,"Final consonant is OCR-damaged; context clearly describes joining the grieving family in sobbing."
katturaigal/nambikai_natch.md,"3௮. நம்பிக்கை நட்சத்திரம்","[item number unclear]. நம்பிக்கை நட்சத்திரம்",unresolved,"The item number is OCR-damaged; the title itself is clear."
katturaigal/nambikai_natch.md,"மூழு மகிழ்ச்சி - புதிய நிலைமை - ஏற்பட ஆவன செய்வதற்கு,","முழு மகிழ்ச்சி - புதிய நிலைமை - ஏற்பட ஆவன செய்வதற்கு, [source continues]",incomplete_source,"The final scan ends mid-sentence and OCR substitutes ழ for ழ்/ழு in முழு."
katturaigal/urimai_murasoli.md,"Images 2-3","Duplicate pages from katturaigal/thalamuthu.md",cross_work_contamination,"The two images interrupt the Travancore article and match the Thalamuthu/Natarajan article; all retained text is nevertheless translated and preserved."
katturaigal/urimai_murasoli.md,"அறப்போர் தொடுத்துள்ளனர் திருவிதாங்கூர் தமிழர்கள்... / நெடுங்காலமாகவே தமிழரின் உரிமைகளுக்கு அங்கு","[continuation pages missing between images 1 and 4]",incomplete_source,"The Travancore discussion jumps between the first and fourth images."
katturaigal/urimai_murasoli.md,"...2/. உரிமை முரசொலி/","[item number unclear]. உரிமை முரசொலி!",probable,"Title wording is legible but number and punctuation are damaged."
katturaigal/mugathilae_kari.md,"அவருடன் த ழ்ல்னைவில் சுற்றுப் பிரவ்ணைத்தல் ஈடுபட்டிருந்தீரே","அவருடன் [அண்மையில்] சுற்றுப் பிரயாணத்தில் ஈடுபட்டிருந்தீரே",probable,"The phrase is heavily OCR-damaged; the question to N. C. Natarajan clearly concerns recent travel with Periyar."
katturaigal/mugathilae_kari.md,"உங்கள் யாரிடமும் நான் பேசாத... அவரிடம் பேசினேன் என்று கூறுகிறார்.","[source may continue beyond extracted image]",incomplete_source,"The final page has no closing citation and appears to stop before the article's conclusion."
katturaigal/maraintha_marath.md,"புரிந்து கொள்வார்கள் அவர் ஒருமுறை பார்த்துப் பழக்க மூடையவர்களும்.","[printed title and opening missing]",incomplete_source,"The first available image begins mid-sentence; descriptive title follows filename and repeated article wording."
katturaigal/maraintha_marath.md,"16-3-47 / (செய்தி - திராவிட நாடு - 29-3-42)","[chronological conflict in printed source]",unresolved,"Both dates are clear in the scans; they are preserved without silently changing either one."
katturaigal/puthiya_ani.md,"179-நீதேதி தலைவர் வெளியிட்ட விளக்கத்தில்","17-ந் தேதி தலைவர் வெளியிட்ட விளக்கத்தில்",probable,"The statement date is OCR-damaged; English conservatively renders the seventeenth."
katturaigal/puthiya_ani.md,"பொருந்தாத். திருமணத்தைக் கேட்டு அழுது கொண்டிருப்பவர்களுக்கு மேலும் ஒரு வேதனையைத் தந்தது.","[source may continue beyond extracted image]",incomplete_source,"No closing citation survives and the final page appears to end before the full article."
katturaigal/nammai_nambatha.md,"கூட்டத்திற் கலந்து கையொப்பமிட்டவர்கள் [signatory list]","[initials require clearer scan]",unresolved,"Many Latin and Tamil initials are mutually substituted by OCR; English transliterations are provisional."
katturaigal/nammai_nambatha.md,"724 மீறல்","144 மீறல்",probable,"Political context identifies defiance of Section 144; OCR reads the first digit as 7 and second as 2."
katturaigal/kovai_vaareer.md,"Images 1-4","Three disconnected source fragments",cross_work_contamination,"Image 1 is the opening of கோவை வாரீர்; images 2-3 are a separate conference speech fragment; image 4 is an unrelated book-review conclusion."
katturaigal/kovai_vaareer.md,"மன்றமேறித் தமிழருக்கு அழகுத் தமிழில் அரிய / படுத்துகிறேன்.","[missing transition]",incomplete_source,"Image 1 and image 2 break in unrelated mid-sentences."
katturaigal/kovai_vaareer.md,"அவைகளிலே / கிடப்பதன் காரணம் என்ன?","[missing transition]",incomplete_source,"The conference speech ends and the book review begins mid-sentence between images 3 and 4."
katturaigal/kovai_vaareer.md,"(19-6-21 - திராவிட நாடு)","(19-6-51 - திராவிட நாடு)",provisional,"The OCR year is implausible for the journal and surrounding corpus; English uses 1951 provisionally while source is retained."
katturaigal/karuthu_alaya.md,"மூவிமிரர் / மவிமிரர்","Movie Mirror",probable,"Repeated context identifies an illustrated cinema magazine; English standardises the likely title."
katturaigal/karuthu_alaya.md,"7-ஆம் நம்பர் அறையிலிருந்து பண கதவ பம்","[student name unreadable]",unresolved,"The name between room numbers 7 and 12 is too damaged to reconstruct and is marked in English."
katturaigal/karuthu_alaya.md,"இப்படிப் பலரும். ஆனால்...","[source continues beyond extracted image]",incomplete_source,"The final scan stops on ஆனால் and leaves the hostel contrast unfinished."
katturaigal/yezhayaga.md,"தன் பதவியை நூவின் எனும் தளபதி வசம்","தன் பதவியை நீ வின் எனும் தளபதி வசம்",resolved_historical_name,"The historical reference is General Ne Win; standard English name is used while Tamil source remains verbatim."
katturaigal/yezhayaga.md,"(செய்தி - 2-11-28 - திராவிட நாடு)","(செய்தி - 2-11-58 - திராவிட நாடு)",provisional,"U Nu transferred power to Ne Win in 1958; English citation uses that year provisionally."
katturaigal/yezhayaga.md,"பைகளைப் பாரீர்! கைகளைப் பாரீர்!","[printed title/opening missing]",incomplete_source,"The first surviving page begins inside U Nu's quoted statement."
katturaigal/bharathan_ezhuthiya2.md,"பரதன் எழுதிமா சாகிறாங்கக் கடிதங்கள்","பரதன் எழுதிய பகிரங்கக் கடிதங்கள்",probable,"Three separately addressed letters establish the damaged heading as பகிரங்கக் கடிதங்கள்."
katturaigal/bharathan_ezhuthiya2.md,"தாங்கள் ஆர்தப்றக இருந்தபோது மாணவனாக இல்லாத பரதன்.","தாங்கள் ஆசிரியராக இருந்தபோது மாணவனாக இல்லாத பரதன்.",probable,"The closing signature's ஆசிரியராக is heavily OCR-damaged but fixed by the schoolmaster/pupil joke."
katturaigal/marainthayo.md,"மறைந்தராயோர எசல்வமே!","மறைந்தாயோ செல்வமே!",probable,"Article subject, refrain, and filename resolve the damaged title."
katturaigal/marainthayo.md,"பால் கொண்ட நம்பிக்கையும் என்றே சொல்வோம்.","[source begins mid-sentence]",incomplete_source,"The first surviving image begins with the end of an earlier thought."
katturaigal/marainthayo.md,"ஹனிபாலுக்கு வந்தர விபத்து","ஹனிபாலுக்கு வந்த விபத்து",probable,"An extraneous ர appears after வந்த; aircraft name and sentence are otherwise clear."
katturaigal/pazhaya_agar.md,"வெட்கம் துளியுமின்றி, வெளியில் சொல்கிறார்!","[antecedent missing in surviving transition]",incomplete_source,"Image 4 abruptly shifts from the restored title scheme to a speaker praising Section 144; no identity is supplied."
katturaigal/pazhaya_agar.md,"% % 3","[page or scan noise]",probable,"Isolated marks after the opening polemic are retained in Tamil but omitted from translated prose."
katturaigal/yarukku_paathuk.md,"யாருக்குப் / பாதுகாப்பு","யாருக்குப் பாதுகாப்பு?",resolved_from_layout,"The title is split across the two columns of the first scan."
katturaigal/yarukku_paathuk.md,"(73..2.44 திராவிட நாடி.","(13-2-44 திராவிட நாடு)",provisional,"Closing date and journal name are OCR-damaged; 13 February follows the visible digits and the cited 7 February speech."
katturaigal/sorgavasal.md,"இந்த டிக்கட்டை வாங்குவதற்காக மக்கள் 'க்யூ' வரிசையில் நிற்கின்றனர்.","[printed title/opening missing]",incomplete_source,"The first surviving scan begins after an earlier explanation of the ticket; descriptive title follows the repeated சொர்க்கவாசல் motif."
katturaigal/sorgavasal.md,"டாமல் செஞ்சீனாவில் - கனம் முன்ஷி பர்மாவில்!","[emissary name clipped] செஞ்சீனாவில் - கனம் முன்ஷி பர்மாவில்!",unresolved,"The opening name on image 4 is physically clipped or badly recognised; English leaves the China emissary unidentified."
katturaigal/sorgavasal.md,"அதற்கு .அதிக நெஞ்சுரம் மட்டுமல்ல, மூளை பலமும் வேண்டும்.","[source may continue beyond extracted image]",incomplete_source,"No closing citation survives after the final exhortation."
katturaigal/home_land.md,"3-17-56 அன்று","3-11-56 அன்று",probable,"The surrounding six-month permission discussion and closing 4 November date support 3 November 1956."
katturaigal/home_land.md,"(4-11-26 - திராவிட நாடு)","(4-11-56 - திராவிட நாடு)",probable,"The launch announcement and permission date establish 1956; OCR substitutes 2 for 5."
katturaigal/mooliyanar.md,"1982-ல் சன்-யாட்-சென்","1882-ல் சன்-யாட்-சென்",historical_print_error,"The scan itself prints 1982, but the preceding age sixteen and Sun Yat-sen chronology establish 1882; source remains verbatim."
katturaigal/mooliyanar.md,"சைனாவின் பிரபுக்கள் பரம்பரையையே தங்கள் கைக்குள் போட்டுக்","[source continues beyond extracted image]",incomplete_source,"The final scan ends mid-sentence during the account of foreign imperial control."
katturaigal/pillayin_pinam.md,"தோலும் எலும்பும்இதுள்ளி விளையாடிக் குதித்துச் / ப சிரித்து","தோலும் எலும்புமாய்; துள்ளி விளையாடிக் குதித்துச் சிரித்து",probable,"Opening description contains joined words and stray OCR characters; sentence context establishes the reading, while the source remains verbatim."
katturaigal/pillayin_pinam.md,"சர்க்கார் ஆஸ்பத்திரியை நோக்கி நடந்தார். அவர் பஞ்சை - அவரைக் கண்டாலே சீநினர்","சர்க்கார் ஆஸ்பத்திரியை நோக்கி நடந்தார். அவர் பஞ்சை; அவரைக் கண்டாலே சீறினர்/சீண்டினர்",uncertain,"The hospital passage is visibly damaged. Translation conservatively conveys that people recoiled from or rejected the destitute woman."
katturaigal/cheche.md,"சீ செச்சே! இதை எல்லாமா பயப்பது!","சீ செச்சே! இதை எல்லாமா படிப்பது!",probable,"The closing refrain explicitly uses படிப்பது, and the entire article concerns the minister saying he had not read the press report."
katturaigal/iruttil_prag.md,"சிவப்பிகாசம்","சிவப்பிரகாசம்",probable,"The same paragraph later prints சிவப்பிரகாசம், a standard personal name that also supplies the article's பிரகாசம் wordplay."
katturaigal/iruttil_prag.md,"தங்களை அறிமுகப்","[source continues beyond extracted image]",incomplete_source,"The fifth and final surviving scan ends in the middle of the sentence."
katturaigal/ethu.md,"தமிழ்நாடு காங்கிரஸ் காரியக் கமிட்டி உணர்ந்து... வருத்தம் தெரிவிப்பதுடன் திருப்தியடைந்து கொண்டது","[passage duplicated in OCR]",probable,"The same Working Committee sentence appears twice consecutively; English renders it once, while the verbatim Tamil retains both occurrences."
katturaigal/ethu.md,"பார்ப்பனர்களுக்கு வால்பிடிக்க","[source continues beyond extracted image]",incomplete_source,"The fourth and final surviving scan ends in the middle of the sentence."
katturaigal/vaeguthae.md,"279/2 கோடி / 86 கோடி / 1716 கோடி","279½ crore / probably 8.6 crore / uncertain food-subsidy figure",uncertain,"OCR has lost or displaced decimal and fraction marks in several budget figures. English identifies uncertainty instead of silently substituting a conjectural value."
katturaigal/valajavil.md,"ஆச்சாரியார் குழ்ச்சி ஒக","ஆச்சாரியார் சூழ்ச்சி ஒழிக",probable,"The slogan is damaged by OCR; the opening subheading and standard political slogan establish the reading."
katturaigal/jiniva.md,"9௮. ஏினிவா","[section number uncertain]. ஜினிவா",probable,"The article repeatedly names Geneva; initial letter and section number are OCR-damaged."
katturaigal/jiniva.md,"(2 76.34 திராவிட நாடு இதழில் வெளி. வந்தது]","[Dravida Nadu publication date illegible]",uncertain,"The final date is too damaged to reconstruct responsibly, so English records no conjectural date."
katturaigal/thiruchiyil_thooku.md,"இப்படிப்பட்ட நாடகங்கள் எல்லோராலும்,","[source continues beyond extracted image]",incomplete_source,"The sixth and final surviving scan ends mid-sentence during the appeal for reform drama."
katturaigal/puthvazhvu.md,"1977 நவம்பர் 7ந்தேதி","1917 நவம்பர் 7ந்தேதி",historical_print_error,"The November Revolution and the article's 1946 publication date establish 1917; source remains verbatim."
katturaigal/anna_munnurai.md,"சோழர்கள் கிருஷ்ணன்--பர்கவ","என். எஸ். கிருஷ்ணன்--எம். கே. தியாகராஜ பாகவதர்",probable,"Severely degraded type; release after more than two years, acquittal, comedy-king reference, and publication date identify the two artists."
katturaigal/anna_munnurai.md,"அண்ணாவின் ஆசி?","அண்ணாவின் ஆசி",probable,"Question-mark shape is likely damaged punctuation in the book's prefatory heading."
katturaigal/arputham_paareer.md,"35-12-1946","25-12-1946",probable,"Day 35 is impossible; OCR confusion between 2 and 3 is common in this source, but Tamil is retained verbatim."
katturaigal/kanchiyil_hindi.md,"34, காஞ்சியில் இநீதி எதிர்ப்புக் கூட்டம்","34. காஞ்சியில் இந்தி எதிர்ப்புக் கூட்டம்",probable,"The entire report concerns compulsory Hindi and the repeated phrase establishes இந்தி."
katturaigal/kanchiyil_hindi.md,"ஹாஷர் காலத்திலேயும்","அக்பர் காலத்திலேயும்",probable,"Historical sequence pairs Akbar with Aurangzeb; the OCR form is not a corresponding ruler."
katturaigal/kanchiyil_hindi.md,"Image 5 / page 198","[unrelated censorship article fragment]",cross_work_contamination,"The principal report ends on page 193 with its citation; image 5 jumps to page 198 and begins mid-sentence. It is retained and separately translated."
katturaigal/parasakthi.md,"20-12-22 / 80-12-22","20-12-52 / 30-12-52",historical_print_error,"Parasakthi was released in 1952 and the citation identifies the seventy-fifth-day commemorative issue; OCR also turns 30 into impossible day 80."
katturaigal/sir_cv_ramanukku.md,"(5. /2.48 திராவிட நாடு இதழில் வெளி வந்தது]","(5.12.48 திராவிட நாடு இதழில் வெளி வந்தது)",probable,"The slash occupies the missing tens digit position in the standard source-date pattern; English records 5 December 1948 provisionally."
katturaigal/bharathan_ezhuthiya.md,"பழைய டீக்காப்பேர்வழிகளை","[reading uncertain]",uncertain,"The phrase describing Congress conservatives is legible only in this OCR form; English uses a conservative literal rendering and source remains verbatim."
nadagangal/orae_oru_vithi_1.md,"Images 1-5 originally returned no OCR text","All five pages recovered from transparent-background scans",corrected_in_source,"The source and bilingual document now contain the complete six-image scene through its dated ending."
nadagangal/avanasiyar_1.md,"Images 2-5 were originally recorded as No OCR text detected; the early draft also reconstructed the printed title incorrectly as அவன் ஆசிரியர்","Complete five-image source restored; printed title verified as அவனாசியார்",corrected_against_scan,"All five classroom pages are present and translated. The title is a satirical coinage echoing Minister T. S. Avinashilingam and is retained rather than expanded into a speculative phrase."
sorpozhivugal/nambikkai311057.md,"91.70.1957 / 37.10.1957","31.10.1957",probable,"Filename and statement that this was the final debate day establish 31 October 1957."
sorpozhivugal/nambikkai311057.md,"அவர்கள் '1$ப 8/3 &041500) மோம்106'","[central procedural sentence damaged]",uncertain,"Stray Latin OCR makes part of the sentence unrecoverable; translation marks the loss and conveys only the clear surrounding sense."
nadagangal/avargal_ullam_1.md,"Images 1-3 and 5-8 originally returned no OCR text","Political introduction, complete Maratha scene, and conclusion recovered from scans",corrected_in_source,"All eight source images and the complete English translation are present through the Dravida Nadu publication citation."
nadagangal/sumangalipooja_1.md,"Images 1-8 and 10-11 originally returned no OCR text","Cast context and complete charity-fraud dialogue recovered from scans",corrected_in_source,"All eleven source images and the complete English translation are present through the dated ending."
nadagangal/sumangalipooja_1.md,"Cast-list description ஏழை (ஆனவன்)","Parenthetical ஆனவன் is legible but its editorial purpose is unclear",uncertain,"The translation conservatively renders only the unambiguous description 'a poor man'; the limitation is disclosed in the translator's notes."
sorpozhivugal/chennai300161.md,"30.07.1967","30.01.1961",historical_print_error,"Filename chennai300161 and Anna's opposition role identify the Madras Assembly debate of 30 January 1961."
sorpozhivugal/chennai300161.md,"இந்த மன்றத்தில்... [closing lines]","[closing procedural passage severely damaged]",uncertain,"Stray characters and missing words prevent a verbatim reconstruction; English marks the loss explicitly."
nadagangal/mudhalalithuva_1.md,"Recovery record incorrectly reported Images 1 and 3 as blank; OCR substitutions included சர்த்கார், வாமை, எர்ப்பு, அக்கம் பெறாதபடி, and தலை தவசம்","All four scans present; சர்க்கார்; வாயை; எதிர்ப்பு; ஆட்சி பெறாதபடி; தலை திவசம்",corrected_in_source,"All four images were visually checked and the stale recovery flag was removed."
nadagangal/roam_erigirathu_1.md,"The three-scan OCR damaged names, military terminology, dialogue labels and several meaning-bearing phrases; the state inventory also incorrectly reported Image 3 as blank even though its complete text was already recoverable from the local scan.","All three scans and both page joins were visually reviewed; scan-backed corrections restore the full imagined Hitler-Mussolini exchange, telephone reports, editorial conclusion and dated publication line.",corrected_against_scan,"No image is missing or duplicated. Historical claims and the printed dramatic conceit remain verbatim; names including Orel, Stalingrad and Timoshenko are translated using standard English forms."
nadagangal/nadanthathuthan_1.md,"The seven-scan OCR entirely omitted Images 2 and 5 and damaged dialogue, punctuation, administrative vocabulary, figures and page joins throughout the remaining five images.","All seven scans and all six page joins were visually reviewed; scan-backed transcription restores both conversations, the transition between them, every policy example and the dated ending.",corrected_against_scan,"No image is missing or duplicated. The king and coronation metaphor, period forms such as ராஜரீகம் and contemporary political claims remain verbatim rather than being editorially modernised."
nadagangal/bankar_1.md,"The nine-scan OCR entirely omitted Images 2, 4 and 5 and heavily damaged names, speaker labels, legal and financial loanwords, stage directions and the final editorial paragraph on the other six scans.","All nine scans and all eight page joins were visually reviewed; scan-backed transcription restores the auditor and lawyer scenes, the opportunist politician's introduction, the private smuggling and tax discussion, and the complete satirical ending.",corrected_against_scan,"No image is missing or duplicated. Colloquial dialogue, the punning character names and period political accusations remain verbatim; printed English loanwords are retained in Tamil and rendered contextually in English."
sorpozhivugal/human_rights.md,"All four pages OCR'd with tam model","[English source; re-OCR with eng model]",wrong_language_ocr,"Original mixed-script OCR is retained verbatim; recovered English and Tamil translation are both included in the bilingual document."
nadagangal/bajirao_1.md,"சாத்பூரா மலைச் சாரல்","சஹ்யாத்ரி மலைச் சாரல் என்று இருக்கக்கூடும்",printed_reading_retained,"The scan clearly prints சாத்பூரா. Although the Maratha context might suggest the Sahyadri range, the printed source is retained without silent factual emendation."
nadagangal/bajirao_1.md,"The recovery ledger said Images 3-4 were blank although all four scans contain readable text","Complete palace dialogue through Shahu's transfer of authority to Bajirao",corrected_in_source,"All four scans were visually checked; the final two sections were already present in the corrected source, and remaining character and word-break errors were reconciled against the images."
nadagangal/dharmam_thalai_1.md,"Images 1-2 and 5-6 originally returned no OCR text","All four pages recovered from transparent-background scans",corrected_in_source,"The source and bilingual document now include all six image sections through the Dravida Nadu publication date."
nadagangal/dharmam_thalai_1.md,"Image 2, line immediately before Chettiar dismisses Kuppan","Partly unclear in the scan",uncertain,"The readable narrative sense is retained without inventing unsupported wording; this limitation is disclosed in the translator's notes."
sorpozhivugal/180767_2.md,"Image 3","_No OCR text detected._",incomplete_source,"Speech has a gap between the cross-party victory statement and the future-grandchildren passage."
sorpozhivugal/180767_2.md,"']வாப்! 1480'","Tamil Nadu",probable,"Sentence explicitly contrasts Home Minister Chavan's prior habit of saying Madras State with his new chosen name."
nadagangal/kattaiviral_1.md,"Images 1-3, 5-6 and 8 originally returned no OCR text","Opening frame, Ekalavya episode, reinterpretation, and conclusion recovered from scans",corrected_in_source,"All eight source images and the complete English translation are present through the dated ending."
nadagangal/mangai_oorugai_1.md,"Images 1-2 and 4-8 originally returned no OCR text","All missing settings and dialogue recovered from scans",corrected_in_source,"All nine source images and the complete English translation are present through the Dravida Nadu publication citation."
nadagangal/mangai_oorugai_1.md,"Filename mangai_oorugai","Printed title மாங்காய் ஊறுகாய்",corrected_in_source,"The restored title page confirms the full title rather than relying on the shortened filename."
nadagangal/kal_sumantha_1.md,"Images 2-12 originally returned no OCR text","All eleven pages recovered from scans",corrected_in_source,"All thirteen image sections and the complete dramatic action are now present."
nadagangal/kal_sumantha_1.md,"Image 5 damaged readings: யவண நாட்டுத் $ரரும்; மூவேந்தரின் இறத்தை; இக்கெட்டும்; எட்டு இக்கும்; வீங்கிக் இடக்கும்; தாங்கிக கடக்கும்; அ௮மைப்பதா","யவண நாட்டுத் வீரரும்; மூவேந்தரின் திறத்தை; திக்கெட்டும்; எட்டுத் திக்கும்; வீங்கிக் கிடக்கும்; தாங்கிக் கிடக்கும்; அமைப்பதா",corrected_in_source,"Each reading was checked directly against Image 5; source line breaks were otherwise retained."
nadagangal/kal_sumantha_1.md,"Image 6 damaged Tamil across the ritual and martial argument","இன்றிருந்தே; மந்திரியை; பூசுரன்; ஆலயங்களிலே; அந்திப் பூஜை; வேதியக் கூட்டம்; விலாப்புடைக்கத் தின்று; கீழே சிந்தும்; நிந்திப்பதா; நச்சு நினைப்பினர்; செங்குருதிப் பாய்ச்சி; செந்தமிழர் வீரத்தை நிலைநாட்டி; வைரமணிகளென; பவதி பிக்ஷாந்தேகிகளுக்கு; தெருப் புழுதியுடன்; கடவுளை நம்பி",corrected_in_source,"Every listed reading was checked directly against Image 6; source wording and line sequence were otherwise preserved."
nadagangal/kal_sumantha_1.md,"Image 7 damaged Tamil in Villavan's vow and the Scene 4 address","தைரியமளித்திருந்தாலும்; சரியே; வரவேற்கின்றனர்; வீரர்களே; கீர்த்தி; மயக்கமொழி பேசி; தேனிடை ஊறிய; திங்களையும்; ஓர் கொல்லை; சோலையுமல்ல; கசடர் இருவர்; ஓரத்தில் உள்ள கள்ளி; மதித்தோம்; கல்லாகாதிருக்கும்",corrected_in_source,"Every listed reading was checked directly against Image 7. The unusual printed compound மஞ்சமிழுப்போனைத் was retained without speculative normalization."
nadagangal/kal_sumantha_1.md,"Image 8 damaged Tamil in the continuation of the king's address","வீரதீர வெற்றிகளையறிந்து; வீரர்களே; வெற்றிச் செய்திகளை; கோலளித்தமைக்கு; படும் நான்; இழிவுபடுத்தினர்; ஒடியமரம்; சேரமண்டலத்திலே வீரர் இல்லையா; கூனிவிட்டதா; போர்த்திறம்; தோள் வலியும் மனவலியும்; போயினவா; இறுதிச் சீட்டு; சில நாட்கள்; மறந்திடுங்கள்",corrected_in_source,"Every listed reading was checked directly against Image 8. The unusual printed திரு இடத்தவரா? was retained without speculative normalization."
nadagangal/kal_sumantha_1.md,"Image 9 damaged headings, chant, and battlefield dialogue","மதிப்போர்; காட்சி 5; வீரர்கள் கீதம்; உயிர் குடிப்போம்; தாக்குவீர் கத்தியை; தாக்குவீர் எதிரியை; காட்சி 6; விட்டனர்; பயம் தோன்றி; எதிரியின்; இறுமாப்பால்; ஓடுகிறான்; திருவடி; கண் கலங்கி; பிணமாக்கிக்; விருந்திடுகிறேன்; விரைந்தோடும்; கதி கலங்கிய; ஓடட்டும்",corrected_in_source,"Every listed reading was checked directly against Image 9; the chant's repetition and violent rhetoric were retained verbatim."
nadagangal/kal_sumantha_1.md,"Image 10 omitted Scene 7 place line and damaged dialogue","இடம்: களத்தில் ஓர் பகுதி; ஓடி வரும்; கேலியை; அந்த வேளையிலே; ஓர் அறை; corrected brackets in two stage directions; அக்கினியாஸ்திரம்; ஓடிப் போ; வருணாஸ்திரம்; ஓ...; கூட்டம்; வாலாட்டத்திலே",corrected_in_source,"Every listed reading was checked directly against Image 10. The omitted place line was restored before the cast list."
nadagangal/kal_sumantha_1.md,"Image 11 damaged Scene 8 capture dialogue and stage directions","விடாதீர்கள்; சீறிப் போரிட்ட; முகத்தை; corrected closing stage-direction bracket; வீர தீரப்பொறி; சீச்சீ; வீர தீர கெம்பீரனாம்; நம்பி; திரண்டுள்ள; கதி என்னாயிற்று; ஏசிய; வீரர்களே",corrected_in_source,"Every listed reading was checked directly against Image 11. The compressed collective name கனக விசயன் and unusual வேறறியாக் கூட்டம் were retained as printed."
nadagangal/kal_sumantha_1.md,"Image 12 damaged Scene 9 procession and Scene 10 opening","காட்சி 9; உருவிய வாளுடன்; வீரர்; கரையோரத்திலே; மேய்ந்து; பொதிமாடுகளை; corrected Scene 10 stage bracket; வில்லவன்; கசடர்; காவலராம்; மூடர்காள்; புரிந்தீர்; ஆண்டவனிடம்; அஸ்திரம்; இந்த வம்பு",corrected_in_source,"Every listed reading was checked directly against Image 12; the printed collective and singular forms were retained."
nadagangal/kal_sumantha_1.md,"Image 13 damaged closing metadata and trailing glyph noise","closed stage parenthesis; திராவிட நாடு - 13-3-1949; removed OCR text ள்ள ள் produced by decorative stars",corrected_in_source,"The complete closing speech, stage direction, publication line, and decorative footer were checked directly against Image 13."
nadagangal/kal_sumantha_1.md,"Image 1 damaged title, labels, and stage direction","கல் சுமந்த கசடர்; வீரர் கூடாரம்; உறுப்பினர் வீரர்; ஓடி வருகிறான்; closed stage-direction bracket; removed stray comma; ஓடோடி",corrected_in_source,"Every listed reading was checked directly against Image 1. The printed phrase தமிழக மீது ஆணையா! was retained without grammatical normalization."
